,毕业去向,就业去向,就业状态,就业类型描述,单位注册地区,单位性质,薪酬范围
2065,待就业,未就业,0,未就业,,未就业,0
2066,待就业,未就业,0,未就业,,未就业,0
2067,待就业,未就业,0,未就业,,未就业,0
2068,待就业,未就业,0,未就业,,未就业,0
2069,待就业,未就业,0,未就业,,未就业,0
2070,待就业,未就业,0,未就业,,未就业,0
2071,待就业,未就业,0,未就业,,未就业,0
2072,待就业,未就业,0,未就业,,未就业,0
2073,待就业,未就业,0,未就业,,未就业,0
2074,待就业,未就业,0,未就业,,未就业,0
2075,待就业,未就业,0,未就业,,未就业,0
2076,待就业,未就业,0,未就业,,未就业,0
2077,待就业,未就业,0,未就业,,未就业,0
2078,待就业,未就业,0,未就业,,未就业,0
2079,待就业,未就业,0,未就业,,未就业,0
2080,待就业,未就业,0,未就业,,未就业,0
2081,待就业,未就业,0,未就业,,未就业,0
2082,待就业,未就业,0,未就业,,未就业,0
2083,待就业,未就业,0,未就业,,未就业,0
2084,待就业,未就业,0,未就业,,未就业,0
2085,待就业,未就业,0,未就业,,未就业,0
2086,待就业,未就业,0,未就业,,未就业,0
2087,待就业,未就业,0,未就业,,未就业,0
2088,待就业,未就业,0,未就业,,未就业,0
2089,待就业,未就业,0,未就业,,未就业,0
2090,待就业,未就业,0,未就业,,未就业,0
2091,待就业,未就业,0,未就业,,未就业,0
2092,待就业,未就业,0,未就业,,未就业,0
2093,待就业,未就业,0,未就业,,未就业,0
2094,待就业,未就业,0,未就业,,未就业,0
2095,待就业,未就业,0,未就业,,未就业,0
2096,待就业,未就业,0,未就业,,未就业,0
2097,待就业,未就业,0,未就业,,未就业,0
2098,待就业,未就业,0,未就业,,未就业,0
2099,待就业,未就业,0,未就业,,未就业,0
2100,待就业,未就业,0,未就业,,未就业,0
2101,待就业,未就业,0,未就业,,未就业,0
2102,待就业,未就业,0,未就业,,未就业,0
2103,待就业,未就业,0,未就业,,未就业,0
2104,待就业,未就业,0,未就业,,未就业,0
2105,待就业,未就业,0,未就业,,未就业,0
2106,待就业,未就业,0,未就业,,未就业,0
2107,待就业,未就业,0,未就业,,未就业,0
2108,待就业,未就业,0,未就业,,未就业,0
2109,待就业,未就业,0,未就业,,未就业,0
2110,待就业,未就业,0,未就业,,未就业,0
2111,待就业,未就业,0,未就业,,未就业,0
2112,待就业,未就业,0,未就业,,未就业,0
2113,待就业,未就业,0,未就业,,未就业,0
2114,待就业,未就业,0,未就业,,未就业,0
2115,待就业,未就业,0,未就业,,未就业,0
2116,待就业,未就业,0,未就业,,未就业,0
2117,待就业,未就业,0,未就业,,未就业,0
2118,待就业,未就业,0,未就业,,未就业,0
2119,待就业,未就业,0,未就业,,未就业,0
2120,待就业,未就业,0,未就业,,未就业,0
2121,待就业,未就业,0,未就业,,未就业,0
2122,待就业,未就业,0,未就业,,未就业,0
2123,待就业,未就业,0,未就业,,未就业,0
2124,待就业,未就业,0,未就业,,未就业,0
2125,待就业,未就业,0,未就业,,未就业,0
2126,待就业,未就业,0,未就业,,未就业,0
2127,待就业,未就业,0,未就业,,未就业,0
2128,待就业,未就业,0,未就业,,未就业,0
2129,待就业,未就业,0,未就业,,未就业,0
2130,待就业,未就业,0,未就业,,未就业,0
2131,待就业,未就业,0,未就业,,未就业,0
2132,待就业,未就业,0,未就业,,未就业,0
2133,待就业,未就业,0,未就业,,未就业,0
2134,待就业,未就业,0,未就业,,未就业,0
2135,待就业,未就业,0,未就业,,未就业,0
2136,待就业,未就业,0,未就业,,未就业,0
2137,待就业,未就业,0,未就业,,未就业,0
2138,待就业,未就业,0,未就业,,未就业,0
2139,待就业,未就业,0,未就业,,未就业,0
2140,待就业,未就业,0,未就业,,未就业,0
2141,待就业,未就业,0,未就业,,未就业,0
2142,待就业,未就业,0,未就业,,未就业,0
2143,待就业,未就业,0,未就业,,未就业,0
2144,待就业,未就业,0,未就业,,未就业,0
2145,待就业,未就业,0,未就业,,未就业,0
2146,待就业,未就业,0,未就业,,未就业,0
2147,待就业,未就业,0,未就业,,未就业,0
2148,待就业,未就业,0,未就业,,未就业,0
2149,待就业,未就业,0,未就业,,未就业,0
2150,待就业,未就业,0,未就业,,未就业,0
2151,待就业,未就业,0,未就业,,未就业,0
2152,待就业,未就业,0,未就业,,未就业,0
2153,待就业,未就业,0,未就业,,未就业,0
2154,待就业,未就业,0,未就业,,未就业,0
2155,待就业,未就业,0,未就业,,未就业,0
2156,待就业,未就业,0,未就业,,未就业,0
2157,待就业,未就业,0,未就业,,未就业,0
2158,待就业,未就业,0,未就业,,未就业,0
2159,待就业,未就业,0,未就业,,未就业,0
2160,待就业,未就业,0,未就业,,未就业,0
2161,待就业,未就业,0,未就业,,未就业,0
2162,待就业,未就业,0,未就业,,未就业,0
2163,应征义务兵,应征入伍,1,应征入伍,,未就业,0
2164,应征义务兵,应征入伍,1,应征入伍,,未就业,0
2165,待就业,正在求职,0,未就业,,未就业,0
2166,待就业,正在求职,0,未就业,,未就业,0
2167,待就业,正在求职,0,未就业,,未就业,0
2168,待就业,正在求职,0,未就业,,未就业,0
2169,待就业,正在求职,0,未就业,,未就业,0
2170,待就业,正在求职,0,未就业,,未就业,0
2171,待就业,正在求职,0,未就业,,未就业,0
2172,待就业,正在求职,0,未就业,,未就业,0
2173,待就业,正在求职,0,未就业,,未就业,0
2174,待就业,正在求职,0,未就业,,未就业,0
2175,待就业,正在求职,0,未就业,,未就业,0
2176,待就业,正在求职,0,未就业,,未就业,0
2177,待就业,正在求职,0,未就业,,未就业,0
2178,待就业,正在求职,0,未就业,,未就业,0
2179,待就业,正在求职,0,未就业,,未就业,0
2180,待就业,正在求职,0,未就业,,未就业,0
2181,待就业,正在求职,0,未就业,,未就业,0
2182,待就业,正在求职,0,未就业,,未就业,0
2183,待就业,正在求职,0,未就业,,未就业,0
2184,待就业,正在求职,0,未就业,,未就业,0
2185,待就业,正在求职,0,未就业,,未就业,0
2186,待就业,正在求职,0,未就业,,未就业,0
2187,待就业,正在求职,0,未就业,,未就业,0
2188,待就业,正在求职,0,未就业,,未就业,0
2189,待就业,正在求职,0,未就业,,未就业,0
2190,待就业,正在求职,0,未就业,,未就业,0
2191,待就业,正在求职,0,未就业,,未就业,0
2192,待就业,正在求职,0,未就业,,未就业,0
2193,待就业,正在求职,0,未就业,,未就业,0
2194,待就业,正在求职,0,未就业,,未就业,0
2195,待就业,正在求职,0,未就业,,未就业,0
2196,待就业,正在求职,0,未就业,,未就业,0
2197,待就业,正在求职,0,未就业,,未就业,0
2198,待就业,正在求职,0,未就业,,未就业,0
2199,待就业,正在求职,0,未就业,,未就业,0
2200,待就业,正在求职,0,未就业,,未就业,0
2201,待就业,正在求职,0,未就业,,未就业,0
2202,待就业,正在求职,0,未就业,,未就业,0
2203,待就业,正在求职,0,未就业,,未就业,0
2204,待就业,正在求职,0,未就业,,未就业,0
2205,待就业,正在求职,0,未就业,,未就业,0
2206,待就业,正在求职,0,未就业,,未就业,0
2207,待就业,正在求职,0,未就业,,未就业,0
2208,待就业,正在求职,0,未就业,,未就业,0
2209,待就业,正在求职,0,未就业,,未就业,0
2210,待就业,正在求职,0,未就业,,未就业,0
2211,待就业,正在求职,0,未就业,,未就业,0
2212,待就业,正在求职,0,未就业,,未就业,0
2213,待就业,正在求职,0,未就业,,未就业,0
2214,待就业,正在求职,0,未就业,,未就业,0
2215,待就业,正在求职,0,未就业,,未就业,0
2216,待就业,正在求职,0,未就业,,未就业,0
2217,待就业,正在求职,0,未就业,,未就业,0
2218,待就业,正在求职,0,未就业,,未就业,0
2219,待就业,正在求职,0,未就业,,未就业,0
2220,待就业,正在求职,0,未就业,,未就业,0
2221,待就业,正在求职,0,未就业,,未就业,0
2222,待就业,正在求职,0,未就业,,未就业,0
2223,待就业,正在求职,0,未就业,,未就业,0
2224,待就业,正在求职,0,未就业,,未就业,0
2225,待就业,正在求职,0,未就业,,未就业,0
2226,待就业,正在求职,0,未就业,,未就业,0
2227,待就业,正在求职,0,未就业,,未就业,0
2228,待就业,正在求职,0,未就业,,未就业,0
2229,待就业,正在求职,0,未就业,,未就业,0
2230,待就业,正在求职,0,未就业,,未就业,0
2231,待就业,正在求职,0,未就业,,未就业,0
2232,待就业,正在求职,0,未就业,,未就业,0
2233,待就业,正在求职,0,未就业,,未就业,0
2234,待就业,正在求职,0,未就业,,未就业,0
2235,待就业,正在求职,0,未就业,,未就业,0
2236,待就业,正在求职,0,未就业,,未就业,0
2237,待就业,正在求职,0,未就业,,未就业,0
2238,待就业,正在求职,0,未就业,,未就业,0
2239,待就业,正在求职,0,未就业,,未就业,0
2240,待就业,正在求职,0,未就业,,未就业,0
2241,待就业,正在求职,0,未就业,,未就业,0
2242,待就业,正在求职,0,未就业,,未就业,0
2243,待就业,正在求职,0,未就业,,未就业,0
2244,待就业,正在求职,0,未就业,,未就业,0
2245,待就业,正在求职,0,未就业,,未就业,0
2246,待就业,正在求职,0,未就业,,未就业,0
2247,待就业,正在求职,0,未就业,,未就业,0
2248,待就业,正在求职,0,未就业,,未就业,0
2249,待就业,正在求职,0,未就业,,未就业,0
2250,待就业,正在求职,0,未就业,,未就业,0
2251,待就业,正在求职,0,未就业,,未就业,0
2252,待就业,正在求职,0,未就业,,未就业,0
2253,待就业,正在求职,0,未就业,,未就业,0
2254,待就业,正在求职,0,未就业,,未就业,0
2255,待就业,正在求职,0,未就业,,未就业,0
2256,待就业,正在求职,0,未就业,,未就业,0
2257,待就业,正在求职,0,未就业,,未就业,0
2258,待就业,正在求职,0,未就业,,未就业,0
2259,待就业,正在求职,0,未就业,,未就业,0
2260,待就业,正在求职,0,未就业,,未就业,0
2261,待就业,正在求职,0,未就业,,未就业,0
2262,待就业,正在求职,0,未就业,,未就业,0
2263,待就业,正在求职,0,未就业,,未就业,0
2264,待就业,正在求职,0,未就业,,未就业,0
2265,待就业,正在求职,0,未就业,,未就业,0
2266,待就业,正在求职,0,未就业,,未就业,0
2267,待就业,正在求职,0,未就业,,未就业,0
2268,待就业,正在求职,0,未就业,,未就业,0
2269,待就业,正在求职,0,未就业,,未就业,0
2270,待就业,正在求职,0,未就业,,未就业,0
2271,待就业,正在求职,0,未就业,,未就业,0
2272,待就业,正在求职,0,未就业,,未就业,0
2273,待就业,正在求职,0,未就业,,未就业,0
2274,待就业,正在求职,0,未就业,,未就业,0
2275,待就业,正在求职,0,未就业,,未就业,0
2276,待就业,正在求职,0,未就业,,未就业,0
2277,待就业,正在求职,0,未就业,,未就业,0
2278,待就业,正在求职,0,未就业,,未就业,0
2279,待就业,正在求职,0,未就业,,未就业,0
2280,待就业,正在求职,0,未就业,,未就业,0
2281,待就业,正在求职,0,未就业,,未就业,0
2282,待就业,正在求职,0,未就业,,未就业,0
2283,待就业,正在求职,0,未就业,,未就业,0
2284,待就业,正在求职,0,未就业,,未就业,0
2285,待就业,正在求职,0,未就业,,未就业,0
2286,待就业,正在求职,0,未就业,,未就业,0
2287,待就业,正在求职,0,未就业,,未就业,0
2288,待就业,正在求职,0,未就业,,未就业,0
2289,待就业,正在求职,0,未就业,,未就业,0
2290,待就业,正在求职,0,未就业,,未就业,0
2291,待就业,正在求职,0,未就业,,未就业,0
2292,待就业,正在求职,0,未就业,,未就业,0
2293,待就业,正在求职,0,未就业,,未就业,0
2294,待就业,正在求职,0,未就业,,未就业,0
2295,待就业,正在求职,0,未就业,,未就业,0
2296,待就业,正在求职,0,未就业,,未就业,0
2297,待就业,正在求职,0,未就业,,未就业,0
2298,待就业,正在求职,0,未就业,,未就业,0
2299,待就业,正在求职,0,未就业,,未就业,0
2300,待就业,正在求职,0,未就业,,未就业,0
2301,待就业,正在求职,0,未就业,,未就业,0
2302,待就业,正在求职,0,未就业,,未就业,0
2303,待就业,正在求职,0,未就业,,未就业,0
2304,待就业,正在求职,0,未就业,,未就业,0
2305,待就业,正在求职,0,未就业,,未就业,0
2306,待就业,正在求职,0,未就业,,未就业,0
2307,待就业,正在求职,0,未就业,,未就业,0
2308,待就业,正在求职,0,未就业,,未就业,0
2309,待就业,正在求职,0,未就业,,未就业,0
2310,待就业,正在求职,0,未就业,,未就业,0
2311,待就业,正在求职,0,未就业,,未就业,0
2312,待就业,正在求职,0,未就业,,未就业,0
2313,待就业,正在求职,0,未就业,,未就业,0
2314,待就业,正在求职,0,未就业,,未就业,0
2315,待就业,正在求职,0,未就业,,未就业,0
2316,待就业,正在求职,0,未就业,,未就业,0
2317,待就业,正在求职,0,未就业,,未就业,0
2318,待就业,正在求职,0,未就业,,未就业,0
2319,待就业,正在求职,0,未就业,,未就业,0
2320,待就业,正在求职,0,未就业,,未就业,0
2321,待就业,正在求职,0,未就业,,未就业,0
2322,待就业,正在求职,0,未就业,,未就业,0
2323,待就业,正在求职,0,未就业,,未就业,0
2324,待就业,正在求职,0,未就业,,未就业,0
2325,待就业,正在求职,0,未就业,,未就业,0
2326,待就业,正在求职,0,未就业,,未就业,0
2327,待就业,正在求职,0,未就业,,未就业,0
2328,待就业,正在求职,0,未就业,,未就业,0
2329,待就业,正在求职,0,未就业,,未就业,0
2330,待就业,正在求职,0,未就业,,未就业,0
2331,待就业,正在求职,0,未就业,,未就业,0
2332,待就业,正在求职,0,未就业,,未就业,0
2333,待就业,正在求职,0,未就业,,未就业,0
2334,待就业,正在求职,0,未就业,,未就业,0
2335,待就业,正在求职,0,未就业,,未就业,0
2336,待就业,正在求职,0,未就业,,未就业,0
2337,待就业,正在求职,0,未就业,,未就业,0
2338,待就业,正在求职,0,未就业,,未就业,0
2339,待就业,正在求职,0,未就业,,未就业,0
2340,待就业,正在求职,0,未就业,,未就业,0
2341,待就业,正在求职,0,未就业,,未就业,0
2342,待就业,正在求职,0,未就业,,未就业,0
2343,待就业,正在求职,0,未就业,,未就业,0
2344,待就业,正在求职,0,未就业,,未就业,0
2345,待就业,正在求职,0,未就业,,未就业,0
2346,待就业,正在求职,0,未就业,,未就业,0
2347,待就业,正在求职,0,未就业,,未就业,0
2348,待就业,正在求职,0,未就业,,未就业,0
2349,待就业,正在求职,0,未就业,,未就业,0
2350,待就业,正在求职,0,未就业,,未就业,0
2351,待就业,正在求职,0,未就业,,未就业,0
2352,待就业,正在求职,0,未就业,,未就业,0
2353,待就业,正在求职,0,未就业,,未就业,0
2354,待就业,正在求职,0,未就业,,未就业,0
2355,待就业,正在求职,0,未就业,,未就业,0
2356,待就业,正在求职,0,未就业,,未就业,0
2357,待就业,正在求职,0,未就业,,未就业,0
2358,待就业,正在求职,0,未就业,,未就业,0
2359,待就业,正在求职,0,未就业,,未就业,0
2360,待就业,正在求职,0,未就业,,未就业,0
2361,待就业,正在求职,0,未就业,,未就业,0
2362,待就业,正在求职,0,未就业,,未就业,0
2363,待就业,正在求职,0,未就业,,未就业,0
2364,待就业,正在求职,0,未就业,,未就业,0
2365,待就业,正在求职,0,未就业,,未就业,0
2366,待就业,正在求职,0,未就业,,未就业,0
2367,待就业,正在求职,0,未就业,,未就业,0
2368,待就业,正在求职,0,未就业,,未就业,0
2369,待就业,正在求职,0,未就业,,未就业,0
2370,待就业,正在求职,0,未就业,,未就业,0
2371,待就业,正在求职,0,未就业,,未就业,0
2372,待就业,正在求职,0,未就业,,未就业,0
2373,待就业,正在求职,0,未就业,,未就业,0
2374,待就业,正在求职,0,未就业,,未就业,0
2375,待就业,正在求职,0,未就业,,未就业,0
2376,待就业,正在求职,0,未就业,,未就业,0
2377,待就业,正在求职,0,未就业,,未就业,0
2378,待就业,正在求职,0,未就业,,未就业,0
2379,待就业,正在求职,0,未就业,,未就业,0
2380,待就业,正在求职,0,未就业,,未就业,0
2381,待就业,正在求职,0,未就业,,未就业,0
2382,待就业,正在求职,0,未就业,,未就业,0
2383,待就业,正在求职,0,未就业,,未就业,0
2384,待就业,正在求职,0,未就业,,未就业,0
2385,待就业,正在求职,0,未就业,,未就业,0
2386,待就业,正在求职,0,未就业,,未就业,0
2387,待就业,正在求职,0,未就业,,未就业,0
2388,待就业,正在求职,0,未就业,,未就业,0
2389,待就业,正在求职,0,未就业,,未就业,0
2390,待就业,正在求职,0,未就业,,未就业,0
2391,待就业,正在求职,0,未就业,,未就业,0
2392,待就业,正在求职,0,未就业,,未就业,0
2393,待就业,正在求职,0,未就业,,未就业,0
2394,待就业,正在求职,0,未就业,,未就业,0
2395,待就业,正在求职,0,未就业,,未就业,0
2396,待就业,正在求职,0,未就业,,未就业,0
2397,待就业,正在求职,0,未就业,,未就业,0
2398,待就业,正在求职,0,未就业,,未就业,0
2399,待就业,正在求职,0,未就业,,未就业,0
2400,待就业,正在求职,0,未就业,,未就业,0
2401,待就业,正在求职,0,未就业,,未就业,0
2402,待就业,正在求职,0,未就业,,未就业,0
2403,待就业,正在求职,0,未就业,,未就业,0
2404,待就业,正在求职,0,未就业,,未就业,0
2405,待就业,正在求职,0,未就业,,未就业,0
2406,待就业,正在求职,0,未就业,,未就业,0
2407,待就业,正在求职,0,未就业,,未就业,0
2408,待就业,正在求职,0,未就业,,未就业,0
2409,待就业,正在求职,0,未就业,,未就业,0
2410,待就业,正在求职,0,未就业,,未就业,0
2411,待就业,正在求职,0,未就业,,未就业,0
2412,待就业,正在求职,0,未就业,,未就业,0
2413,待就业,正在求职,0,未就业,,未就业,0
2414,待就业,正在求职,0,未就业,,未就业,0
2415,待就业,正在求职,0,未就业,,未就业,0
2416,待就业,正在求职,0,未就业,,未就业,0
2417,待就业,正在求职,0,未就业,,未就业,0
2418,待就业,正在求职,0,未就业,,未就业,0
2419,待就业,正在求职,0,未就业,,未就业,0
2420,待就业,正在求职,0,未就业,,未就业,0
2421,待就业,正在求职,0,未就业,,未就业,0
2422,待就业,正在求职,0,未就业,,未就业,0
2423,待就业,正在求职,0,未就业,,未就业,0
2424,待就业,正在求职,0,未就业,,未就业,0
2425,待就业,正在求职,0,未就业,,未就业,0
2426,待就业,正在求职,0,未就业,,未就业,0
2427,待就业,正在求职,0,未就业,,未就业,0
2428,待就业,正在求职,0,未就业,,未就业,0
2429,待就业,正在求职,0,未就业,,未就业,0
2430,待就业,正在求职,0,未就业,,未就业,0
2431,待就业,正在求职,0,未就业,,未就业,0
2432,待就业,正在求职,0,未就业,,未就业,0
2433,待就业,正在求职,0,未就业,,未就业,0
2434,待就业,正在求职,0,未就业,,未就业,0
2435,待就业,正在求职,0,未就业,,未就业,0
2436,待就业,正在求职,0,未就业,,未就业,0
2437,待就业,正在求职,0,未就业,,未就业,0
2438,待就业,正在求职,0,未就业,,未就业,0
2439,待就业,正在求职,0,未就业,,未就业,0
2440,待就业,正在求职,0,未就业,,未就业,0
2441,待就业,正在求职,0,未就业,,未就业,0
2442,待就业,正在求职,0,未就业,,未就业,0
2443,待就业,正在求职,0,未就业,,未就业,0
2444,待就业,正在求职,0,未就业,,未就业,0
2445,待就业,正在求职,0,未就业,,未就业,0
2446,待就业,正在求职,0,未就业,,未就业,0
2447,待就业,正在求职,0,未就业,,未就业,0
2448,待就业,正在求职,0,未就业,,未就业,0
2449,待就业,正在求职,0,未就业,,未就业,0
2450,待就业,正在求职,0,未就业,,未就业,0
2451,待就业,正在求职,0,未就业,,未就业,0
2452,待就业,正在求职,0,未就业,,未就业,0
2453,待就业,正在求职,0,未就业,,未就业,0
2454,待就业,正在求职,0,未就业,,未就业,0
2455,待就业,正在求职,0,未就业,,未就业,0
2456,待就业,正在求职,0,未就业,,未就业,0
2457,待就业,正在求职,0,未就业,,未就业,0
2458,待就业,正在求职,0,未就业,,未就业,0
2459,待就业,正在求职,0,未就业,,未就业,0
2460,待就业,正在求职,0,未就业,,未就业,0
2461,待就业,正在求职,0,未就业,,未就业,0
2462,待就业,正在求职,0,未就业,,未就业,0
2463,待就业,正在求职,0,未就业,,未就业,0
2464,待就业,正在求职,0,未就业,,未就业,0
2465,待就业,正在求职,0,未就业,,未就业,0
2466,待就业,正在求职,0,未就业,,未就业,0
2467,待就业,正在求职,0,未就业,,未就业,0
2468,待就业,正在求职,0,未就业,,未就业,0
2469,待就业,正在求职,0,未就业,,未就业,0
2470,待就业,正在求职,0,未就业,,未就业,0
2471,待就业,正在求职,0,未就业,,未就业,0
2472,待就业,正在求职,0,未就业,,未就业,0
2473,待就业,正在求职,0,未就业,,未就业,0
2474,待就业,正在求职,0,未就业,,未就业,0
2475,待就业,正在求职,0,未就业,,未就业,0
2476,待就业,正在求职,0,未就业,,未就业,0
2477,待就业,正在求职,0,未就业,,未就业,0
2478,待就业,正在求职,0,未就业,,未就业,0
2479,待就业,正在求职,0,未就业,,未就业,0
2480,待就业,正在求职,0,未就业,,未就业,0
2481,待就业,正在求职,0,未就业,,未就业,0
2482,待就业,正在求职,0,未就业,,未就业,0
2483,待就业,正在求职,0,未就业,,未就业,0
2484,待就业,正在求职,0,未就业,,未就业,0
2485,待就业,正在求职,0,未就业,,未就业,0
2486,待就业,正在求职,0,未就业,,未就业,0
2487,待就业,正在求职,0,未就业,,未就业,0
2488,待就业,正在求职,0,未就业,,未就业,0
2489,待就业,正在求职,0,未就业,,未就业,0
2490,待就业,正在求职,0,未就业,,未就业,0
2491,待就业,正在求职,0,未就业,,未就业,0
2492,待就业,正在求职,0,未就业,,未就业,0
2493,待就业,正在求职,0,未就业,,未就业,0
2494,待就业,正在求职,0,未就业,,未就业,0
2495,待就业,正在求职,0,未就业,,未就业,0
2496,待就业,正在求职,0,未就业,,未就业,0
2497,待就业,正在求职,0,未就业,,未就业,0
2498,待就业,正在求职,0,未就业,,未就业,0
2499,待就业,正在求职,0,未就业,,未就业,0
2500,待就业,正在求职,0,未就业,,未就业,0
2501,待就业,正在求职,0,未就业,,未就业,0
2502,待就业,正在求职,0,未就业,,未就业,0
2503,待就业,正在求职,0,未就业,,未就业,0
2504,待就业,正在求职,0,未就业,,未就业,0
2505,待就业,正在求职,0,未就业,,未就业,0
2506,待就业,正在求职,0,未就业,,未就业,0
2507,待就业,正在求职,0,未就业,,未就业,0
2508,待就业,正在求职,0,未就业,,未就业,0
2509,待就业,正在求职,0,未就业,,未就业,0
2510,待就业,正在求职,0,未就业,,未就业,0
2511,待就业,正在求职,0,未就业,,未就业,0
2512,待就业,正在求职,0,未就业,,未就业,0
2513,待就业,正在求职,0,未就业,,未就业,0
2514,待就业,正在求职,0,未就业,,未就业,0
2515,待就业,正在求职,0,未就业,,未就业,0
2516,待就业,正在求职,0,未就业,,未就业,0
2517,待就业,正在求职,0,未就业,,未就业,0
2518,待就业,正在求职,0,未就业,,未就业,0
2519,待就业,正在求职,0,未就业,,未就业,0
2520,待就业,正在求职,0,未就业,,未就业,0
2521,待就业,正在求职,0,未就业,,未就业,0
2522,待就业,正在求职,0,未就业,,未就业,0
2523,待就业,正在求职,0,未就业,,未就业,0
2524,待就业,正在求职,0,未就业,,未就业,0
2525,待就业,正在求职,0,未就业,,未就业,0
2526,待就业,正在求职,0,未就业,,未就业,0
2527,待就业,正在求职,0,未就业,,未就业,0
2528,待就业,正在求职,0,未就业,,未就业,0
2529,待就业,正在求职,0,未就业,,未就业,0
2530,待就业,正在求职,0,未就业,,未就业,0
2531,待就业,正在求职,0,未就业,,未就业,0
2532,待就业,正在求职,0,未就业,,未就业,0
2533,待就业,正在求职,0,未就业,,未就业,0
2534,待就业,正在求职,0,未就业,,未就业,0
2535,待就业,正在求职,0,未就业,,未就业,0
2536,待就业,正在求职,0,未就业,,未就业,0
2537,待就业,正在求职,0,未就业,,未就业,0
2538,待就业,正在求职,0,未就业,,未就业,0
2539,待就业,正在求职,0,未就业,,未就业,0
2540,待就业,正在求职,0,未就业,,未就业,0
2541,待就业,正在求职,0,未就业,,未就业,0
